"WT_DW_1"	"WT_DW_2"	"WT_DW_3"	"WT_JA__10"	"WT_JA__11"	"WT_JA_4_28"	"WT_DW_41"	"WT_JA_41"	"myb47_95DW6_21"	"myb47_95JA6_31"	"myb47_95JA7_32"	"myb47_95JA9_24"	"myb47_95_DW5_27"	"myb47_95_DW__7"	"myb47_95DW_41"	"myb47_95JA_41"	"mycTKO_DW_4"	"mycTKO_DW_5"	"mycTKO_DW_6_20"	"mycTKO_DW_41"	"mycTKO_JA_13"	"mycTKO_JA_14"	"mycTKO_JA_15"	"mycTKO_JA_41"
"AT3G16510"	267.621	306.738	326.904	991.992	957.649	272.069	1733.958	662.652	863.31	677.334	245.363	144.007	211.782	328.903	1477.481	214.002	520.101	642.534	357.909	2268.528	285.214	361.022	232	549.938
"AT3G16520"	4440.673	5439.667	4938.831	2670.388	3199.389	3044.59	2692.75	2520.026	4366.562	3479.074	2748.581	2192.071	2811.145	3758.079	3047.325	2000.93	3509.572	3581.387	3831.497	2521.436	2224.602	2245.647	2053.157	2011.246
"AT3G16530"	8265.451	8482.608	9022.141	16266.946	14099.224	5606.526	3985.036	1110.827	20632.861	5317.703	5669.042	1336.739	2022.687	3937.029	4193.615	3933.182	35541.765	32627.199	4589.688	17530.903	58111.708	60433.074	41899.089	45584.502
"AT3G16560"	271.028	305.981	290.96	244.766	265.539	222.17	341.159	528.912	204.305	218.108	495.723	377.001	491.084	253.033	382.928	312.434	273.125	241.406	241.922	428.806	224.081	163.281	123	162.091
"AT3G16565"	463.516	456	436.783	359.732	329.69	195.735	289.92	183	358.42	385.888	203.224	158.046	197.386	431.221	302.056	206.201	490.054	422.277	432.024	424.399	434.688	386.622	264.033	215.735
"AT3G16570"	1655.569	1895.627	1751.706	1360.603	1423.375	719.776	1622.781	733.294	2213.972	1591.777	638.121	507.082	612.851	2609.85	1716.917	454.802	1590.255	1327.946	2309.676	1629.914	658.045	682.22	533.058	567.487
"AT3G16610"	25.01	27	20	21	8.031	10	16	8	28.008	26.011	13	12	7	21	22	12	26.508	29	30	24	20.212	19	26	10
"AT3G16620"	194.44	338.487	293	141.367	159.235	66	117.708	74.001	189.988	133.27	141.008	232.695	210.024	184.607	50	127	225.492	139.217	188.83	115	184.174	188.756	169	81
"AT3G16630"	1425.378	1854.494	1816.293	1307.721	1245.351	1013.317	1367.299	1007.298	1540.998	1126.182	1006.282	969.336	1136.266	1503.887	1326.736	1119.836	1953.969	1536.926	1502.189	1581.432	1354.395	1399.095	1167.909	1077.115
"AT3G16640"	39974.185	42795.319	42014.846	43043.27	44516.109	47205.181	21845.77	10035.081	46272.814	46397.62	15275.954	10215.687	12131.795	33360.241	21281.47	9855.196	34250.298	32022.846	35513.021	25719.367	28453.935	24059.935	18459.686	16757.408
"AT3G16650"	83.39	138.038	136.498	110.23	95.2	67.133	133.039	99.408	164.574	105.188	120.1	104.997	124.996	174.282	101.003	51.148	272.027	209.381	148.291	182	188.983	212.027	155	108
"AT3G16660"	3425.756	5129.529	3899.503	1792.113	1608.572	322.635	1086.447	187.002	5844.419	1325.436	1526.097	567.016	989.671	2125.141	1105.309	577.532	5742.108	4840.588	2159.791	1090.395	3061.71	3032.432	1923.676	469.449
"AT3G16670"	856.075	1853.488	800.778	1004.924	2345.343	654	1380.527	213.086	2601.841	3854.907	1403.895	267.253	838.523	1156.501	657.185	535.364	2238.575	1440.818	1534.61	785.278	1111.139	1573.97	1398.826	354.517
"AT3G16690"	55.021	72.062	60	95.024	92.877	75	78.598	135	49.008	113.524	233.46	113.222	139.497	56	62	73.202	20	26	57	32	50	56.168	42.017	88.005
"AT3G16700"	115.915	160.995	159.001	113.98	137.001	101	77.012	54	130.442	144.022	66.273	69	70	145	129.008	45	141	125.725	131.458	103	131.969	122.165	91.037	66
"AT3G16710"	68.999	86.015	74	61.022	50	6	124	52	63.06	43.652	41	45	41	64	59	29.001	68	53.026	68.004	90	61	34.005	33	37.115
"AT3G16720"	1032.392	1248.374	1338.216	2487.12	1972.48	1272.72	2281.395	1962.25	3518.962	1783.481	1049.529	683.432	706.053	1407.016	2692.506	1950.263	2193.819	2409.282	1419.808	3252.158	1668.803	1628.431	1298.893	1880.917
"AT3G16730"	118.042	137.975	156	124.171	98.001	51	118.007	94.543	164.026	105.037	70	63.47	58.431	121	112.234	69	216.001	173.106	108.99	187.206	142.055	163.66	126.94	129.094
"AT3G16740"	521.617	539.567	565.281	440.087	454.327	366.182	258.161	407.633	470.661	513.332	498.167	434.001	554.17	527.375	353.655	397.155	527	552.37	511.162	396.39	565.448	448.14	403.042	348.027
"AT3G16750"	226.822	238.905	198.942	114.153	134.034	105.112	151.623	55	200.493	178.756	60.166	50	49	193.319	104.005	52	200.192	178.469	187.223	158	162.987	151	113	116
"AT3G16760"	805.852	978.591	962.459	848.222	864.072	333.548	655.738	669.726	879.401	783.285	915.619	847.764	975.571	958.052	608.143	714.706	1207.466	1074.504	951.303	802.378	1071.38	1062.313	939.03	650.776
"AT3G16770"	23068.445	33380.186	33490.417	18220.074	15382.573	18734.01	3358.55	2356.774	24494.635	19650.076	1415.838	1289.907	1570.465	18937.189	3387.59	2334.662	18702.707	15032.597	15526.854	4504.813	11129.565	10549.187	10006.938	4421.358
"AT3G16780"	749.751	959.974	947.415	625.376	681.922	934.766	774.786	576.152	911.835	745.99	748.088	555.205	639.288	1060.625	864.957	650.014	1577.731	1162.629	873.128	879.638	1084.131	1135.874	1095.721	739.624
"AT3G16785"	1353.069	1736.906	1737.067	1092.861	994.65	360.077	1072.892	1010.004	1141.72	1029.239	825.361	925.083	1051.865	1175.411	879.2	1113.554	1517.609	1224.646	1155.733	1200.249	1115.09	1215.358	929.892	980.704
"AT3G16800"	540.252	615.422	554.249	451.827	442.79	306.721	532.868	142.245	597.084	503.884	74.154	61	82.202	504.328	212.094	68	346.142	337.658	484.405	375.232	149.999	153.7	113	158.999
"AT3G16810"	421.643	564.389	533.818	465.159	429.992	317.01	392.826	178.643	619.972	346.198	285.171	227.564	265.893	476.111	426.174	186.238	1066.445	806.832	469.813	606.033	676.432	877.963	696.575	398.264
"AT3G16830"	2348.328	3372.978	3287.585	2010.587	1815.719	509.182	1725.101	1226.996	2748.94	1655.759	1422.097	1566.268	1726.883	2167.374	1690.36	1356.622	3345.665	2673.944	1999.377	2095.806	2411.29	3015.7	2377.158	1943.218
"AT3G16840"	792.789	917.707	964.03	753.955	667.639	514.315	866.351	668.241	995.534	687.148	497.847	508.079	548.897	955.962	780.454	577.58	1367.112	1050.293	988.995	1166.467	981.838	990.973	822.086	767.894
"AT3G16850"	1878.656	2494.035	2280.42	1679.876	1561.43	735.196	1611.284	912.206	2847.312	1671.733	885.966	720.629	770.686	2423.689	1643.709	1068.044	2579.922	2099.741	2268.88	1878.24	1716.297	1872.335	1350.051	1380.829
"AT3G16857"	2052.996	3325.099	3022.696	1702.647	1449.45	500.81	1253.03	1496.071	1862.466	1627.88	1311.284	1454.267	1699.937	1743.706	1382.873	1657.034	1989.971	1480.786	1429.421	1528.433	1327.54	1422.208	1296.521	1362.647
"AT3G16860"	183.015	239.018	284.95	1787.249	1321.664	241.032	7179.417	2126.66	632.755	446.257	837.31	903.71	1015.639	180.009	2446.106	1095.333	476.194	554.807	197.013	5754.255	281.928	318.848	189.974	241.052
"AT3G16870"	131.003	151	137	180.422	193.745	358	199.24	201.679	163.926	184.099	161	141	140.122	210.593	147	213	189	149.343	153.105	140.008	86.017	99.926	63.802	66.339
"AT3G16890"	74.002	96	88.971	85.171	49	22	55	43	117.135	71.113	38	67	50.001	77	87	34	132	95.92	102	119.48	80.576	108.001	69	59.012
"AT3G16910"	1564.935	2062.576	1873.02	1053.244	1039.593	919.795	3724.24	1143.61	1911.014	1149.135	1577.945	1196.41	1465.872	1995.099	4759.588	963.765	3357.78	2526.849	1645.083	4708.848	1428.827	1298.069	1017.018	1753.703
"AT3G16920"	33.998	38.108	29	26	35.004	33.851	25.997	33	60.247	45.746	149.171	195	185.126	46	22	7	49	29.069	50	12	18	22	10	2
"AT3G16940"	1533.87	2360.328	2105.533	1251.379	1196.382	936.293	1625.259	1047.548	1854.906	1060.959	863.45	846.835	938.78	1575.452	1195.813	778.339	2222.345	1601.464	1422.383	1638.941	1157.476	1192.318	991.012	1037.858
"AT3G16950"	529.768	573.751	525.415	474.391	550.487	545.301	323.463	228.14	461.077	419.403	247.261	145.967	243.398	333	218.213	182.099	528.958	368.505	366.666	312.007	501.116	462.027	399.069	405.176
"AT3G16990"	733.174	848.033	834.364	452.402	388.557	1191.367	319.302	407.116	523.568	469.679	307.666	295.868	324.22	613.45	456.015	321.906	769.329	586.311	474.368	459.444	539.922	460.081	426	479.771
"AT3G17000"	1515.14	1758.903	1579.02	1350.224	1293.478	860.301	1087.728	1958.065	1070.629	1282.875	1448.691	1550.735	1924.853	1183.288	1258.979	1992.726	1488.128	1308.016	1224.985	1167.276	1313.736	1366.107	986.462	1307.721
"AT3G17020"	4629.551	5302.73	5308.179	4866.282	4866.267	7475.178	3879.18	5561.38	4797.726	5983.128	4169.188	3213.484	4255.736	5783.996	3640.959	4593.74	5932.992	4928.122	5466.421	3993.963	4887.453	4534.965	3730.961	3584.232
"AT3G17030"	51	53	42.003	30	36.027	15	37.077	26	75	31	24.871	25	27.94	47	47	23.484	63.377	58.138	36.49	51	37	51	41	28
"AT3G17040"	1692.045	2242.546	1914.135	1208.608	1437.143	1004.793	1730.497	873.011	1438.65	1084.183	1068.337	704.1	822.88	1513.853	1981.796	709.254	1774.358	1438.573	1473.388	1569.766	911.775	959.918	766	925.511
"AT3G17050"	11	34	23	6	7	20	31	4	69.016	17	11	0	1	35	17	1	48	40	37	24	6.454	7	33	16
"AT3G17070"	129.185	199.994	165.337	146	172.189	134	157.522	160	146.149	229.211	111.993	95	168.63	356	122.005	11	168.006	117.675	196.712	104	86.987	79.052	103.149	42
"AT3G17090"	1064.553	1308.676	1111.702	935.458	994.651	238.15	906.188	677.891	1100.65	1046.009	834.93	696.816	799.106	1230.04	898.06	617.563	1467.651	1271.383	1173.63	1111.449	1206.885	1238.688	954.907	920.995
"AT3G17100"	1064.2	1222.471	1221.394	678.228	699.772	196.051	652.805	966.2	927.452	1012.79	771.154	749.772	837.618	1045.703	677.877	1066.709	1020.052	837.174	931.956	758.27	654.301	784.427	549.259	687.21
"AT3G17110"	22	41.02	18	29	34.947	61	11	209	20	103.338	263.194	135.001	346.218	20	8	125.983	16	23	20	8	29.751	21	16	24
"AT3G17120"	229.378	230.994	185.499	396.115	394.803	314.931	846.705	318.36	350.832	266.693	626.05	329.548	339.86	421.032	768.051	256.716	360.926	266.453	443.432	572.067	292.325	232.334	155.872	338.583
"AT3G17130"	12.015	8	11	10	9	6	34	22.021	21.005	21.19	20.998	11.01	17	39	27	13	30	13	18	15	3.001	12	4	0
"AT3G17160"	282.073	382.003	351.571	223.122	178.44	735.411	195.16	111.396	337.131	236.882	179.509	100	112.004	408.859	163.92	123.541	361	252.135	336.651	209.065	195.212	158.996	173.374	180.883
"AT3G17170"	459.346	556.425	535.642	380.005	339.715	617.588	608.488	118	529.295	325.685	289.508	122.799	130.679	675.113	664.695	74	948.29	673.909	579.371	860.493	617.114	662.079	583.08	453.843
"AT3G17185"	44	36	36	25.019	17.724	31.034	122.403	13	50	25	31	9	18	49	115	22	24	34	59.001	37	11	4	6	4.941
"AT3G17205"	1655.372	2173.262	2001.273	1569.282	1393.3	624.424	1467.343	1917.591	1636.181	1445.847	1507.39	1668.77	1896.647	1568.126	1558.498	1719.286	2087.409	1848.45	1631.673	1700.197	1797.768	1654.043	1352.158	1205.889
"AT3G17210"	1195.087	1174.596	1150.02	935.616	917.044	1380.661	1180.019	550.731	1022.568	1028.35	861.892	536.315	794.507	1073.792	1214.407	608.971	1281.292	1186.934	1071.562	1036.872	932.2	999.313	682.003	710.017
"AT3G17240"	2834.866	3828.081	3638.038	3330.188	3001.216	1575.904	2286.31	3737.818	3440.767	3239.378	3623.164	3576.856	4328.611	3894.208	2185.855	4289.143	4901.053	3788.958	3370.663	2663.328	4992.913	5154.637	4405.975	3780.117
"AT3G17250"	304.677	397	330.083	279.017	316.752	299.623	158.322	410.385	347.633	315.394	384.371	414.459	451.191	302	239.121	333.069	359.003	328.723	321.02	227	422.418	390.23	348.04	316.539
"AT3G17280"	28	42.98	55	41	32	3.972	44	23	30	31	16	14	19.004	43	16	22	47	41.007	57.818	22	42.016	35	24	50.057
"AT3G17300"	338.894	306.37	315.036	315.775	287.365	549.06	362.3	284.931	352.862	375.746	272.108	204.156	264.72	369	276.876	329.233	471	468.631	386.208	405.078	416.761	481.889	306	389.959
"AT3G17310"	508.182	648.766	600.251	405.733	434.958	170.014	687.763	319	552.503	440.757	334.823	347	373.555	520.78	515.261	361.089	636.494	521.922	549.404	670.498	413.724	447.759	313.001	253.303
"AT3G17330"	345.741	404.858	380.17	237.957	265.349	164.629	1026.177	96.137	350.743	237.559	159.387	132.325	150.074	412	944.919	92.992	604.988	693.126	553.25	1249.272	306.942	342.064	275.107	265.017
"AT3G17340"	596.753	784.991	849.268	524.653	410.803	266.502	531.33	189.002	611.272	419.44	277.872	255.989	299.142	639.842	489.784	220.39	832.083	798.962	623.428	710.116	519.223	630.725	468.736	367.128
"AT3G17350"	73.302	81	85	37.991	51.228	50	62.004	5	74.935	58.271	29.886	24	16	68.907	71	12	108	79.214	76	72	46	67	55	27.009
"AT3G17360"	17	36	32	15	23	12	32	11	24	23	22.001	26	31.033	42	13.003	11	44	31.066	29	42.942	22	12	11	9
"AT3G17365"	238.038	224.095	240	239.608	246.068	292.009	227.674	292.031	222.154	242.627	201.468	216.07	268.691	241.225	157.992	248.082	329.359	291.932	236.189	192	305.93	263.627	212	270.538
"AT3G17380"	51.758	67	40	20	34.681	33	29	47	18.003	60	49	93.003	72.005	44	31	29	64	48.102	41	26	23	15	19	10
"AT3G17390"	8165.2	11490.55	10037.168	8810.919	8048.588	6778.398	13419.255	5924.638	13947.02	9851.173	11255.291	7717.375	9149.08	21968.552	15376.959	8010.284	18306.636	13039.581	18802.812	12209.647	11833.735	11905.867	9500.82	11887.897
"AT3G17410"	3255.377	4185.02	4080.501	2642.891	2376.175	2108.235	1946.196	1392.143	2711.044	2278.911	1999.983	1635.851	2028.666	2523.124	1922.712	1422.13	3279.81	2751.75	2179.146	2363.987	2113.962	2312.072	1752.784	1516.631
"AT3G17420"	232.755	313.449	289.523	208.659	182	106	197.335	158.024	163.412	181.501	199.002	209.799	195.863	224.957	198	68	324.001	235.839	287.416	177	202.911	190.874	139	60
"AT3G17430"	441.386	412.095	361	400.094	397.008	239.415	388.96	327	359.004	378.511	389.07	340.047	425.876	394.461	349.62	319.999	401.299	453.262	458.342	374.003	395.245	345.009	249.382	287.687
"AT3G17440"	780.548	817.906	722.521	662.03	667.919	461.612	529.989	629.091	587.283	611.732	676.575	558.838	664.287	689.781	675.732	568.073	670.161	626.736	801.865	624.233	589.459	546.786	420	463.096
"AT3G17450"	439.636	627.924	590.721	402.282	345.538	295.821	426.62	326.681	489.976	333.199	315.878	342.972	385.127	463	447.557	383.408	606.229	495.495	393.886	497.876	388.685	488.428	348.573	350.984
"AT3G17460"	27	38.025	42.04	19.072	21.055	3	35.321	5	24	17.551	14	13	14.875	29	42	8	37	34	33.001	24.002	14	34.993	23	8
"AT3G17465"	515.365	617.195	615.546	446.969	479.811	564.385	417.112	218.007	635.038	475.699	377.112	280.432	316.664	694.393	514.533	238	1040.155	742.452	618.374	700.331	733.591	730.49	654.385	619.208
"AT3G17470"	743.557	960.775	839.693	570.067	487.697	107	822.476	607.236	600.32	518.358	619.683	533.067	736.551	688.975	884.72	458.242	779.967	704.351	628.471	910.111	423.838	441.845	358.744	431.591
"AT3G17510"	2011.858	2056.623	2021.347	1846.204	1586.507	709.533	2893.527	3138.091	1105.224	1593.809	2619.326	2482.742	2861.334	1368.315	2902.79	2448.868	1126.948	1224.778	1364.298	2188.473	919.029	832.622	627.185	1033.517
"AT3G17590"	288.062	312.111	305.031	294.13	310.316	402.635	264.053	115	283.847	359.54	110.506	81.956	95.113	347.705	254.293	87	338	305.499	342	245.103	263.175	197.06	169.501	191.006
"AT3G17609"	357.146	331	310	305.366	255.194	647.29	743.66	438.12	237.014	168.478	400.798	239.998	332.274	246.184	1106.963	633.775	558.691	513.784	194.003	948.991	355.281	306.426	243	808.239
"AT3G17611"	160.179	183.23	228	202.022	190.486	207.281	218.908	253	182.153	155.74	235.076	175	238.779	179.999	243.4	217.428	306	232.852	173	304	203.745	165.001	115	144
"AT3G17626"	79.673	81.164	108	52.017	81.901	105.18	88	78.743	66.327	73.747	47	27	56	73	52.217	70.699	70	110.9	75	103	56.839	58.167	42	39.994
"AT3G17630"	79.049	131.005	118	102.215	63.382	3	58.011	83.001	117.125	58.593	52	47	70.001	108.572	84.973	76.035	118	86.381	90.021	107	72.238	84	55	54
"AT3G17640"	46.701	50	45	5.03	6	6	75.016	0	29.009	18.034	2	4	4	57.989	108	0	29	30	48	73.861	4.017	1	5	0
"AT3G17650"	2533.459	3176.26	3104.462	1817.307	1848.129	1516.694	2439.551	1269.218	2655.663	2040.44	1426.868	1440.522	1644.514	2480.59	2295.676	1252.086	2712.946	2322.109	2396.897	3145.69	1579.205	1610.76	1112.148	1443.199
"AT3G17660"	42.019	46	27	30.969	36.138	68.935	57.165	35.078	42.082	50	35	32.35	30	35.427	31	58	36	53	46	57.671	50.99	49	33	36
"AT3G17668"	147.29	216.14	178.001	98.04	116.127	415.155	187.904	57.029	175.72	127.027	78.193	61	75	198	215.861	42.645	244.38	181.614	182.998	222.035	108.169	108.038	102	121
"AT3G17670"	237.738	339.054	257	176.064	191.18	182.765	288.601	123	309.732	224.348	179.739	95.745	134.927	320	372.404	142.729	325.109	242.607	238.024	426.004	161.764	227.08	151.001	190.653
"AT3G17680"	7	16	14	3	8.153	0	21.008	9	7	13.001	17	15	10.005	11	12	2	24	12.002	19.047	11	10	4	2	3
"AT3G17690"	92.329	79	86.001	60.989	55.049	59.043	117.054	38	47	81.04	98.95	64.081	69.971	37	51.009	19	50.987	48.013	62.952	103	39	39	23	18
"AT3G17700"	1453.185	1620.584	1612.86	1150.271	947.545	944.775	1195.684	605	1094.588	1003.443	898.473	684.515	788.133	1091.391	875.164	488.177	1166.986	1133.474	1119.613	1334.31	869.112	869.732	636.463	691.742
"AT3G17710"	121.001	173.119	141.079	104.003	96.973	81.146	104.338	101	107.36	73.017	94.234	121.955	140.688	134.051	99.76	92.202	159	131.391	121.671	132.336	146.148	134.188	117	100.103
"AT3G17712"	60.868	125.1	115.67	85.216	60.739	7.046	153.085	92.86	84.462	76.7	37.869	67.303	81.338	108.23	61.879	54.765	127.221	65.654	98.252	96.345	71.359	95.51	74.31	42.869
"AT3G17715"	150.832	131.138	150	121.839	104.048	154.555	86.396	133.969	128.081	139.157	129.9	86.066	107.031	128	82.053	99.197	153.845	143.418	139.818	104	134.253	98.012	100.327	108.505
"AT3G17740"	522.855	708.95	685.398	466.726	399.689	189.336	510.551	355.144	551.632	425.736	372.007	373.075	459.285	494.815	416.79	398.911	672.233	484.058	467.022	644.587	509.922	571.42	427.164	312.545
"AT3G17750"	860.94	1180.509	1089.94	802.162	761.442	412.002	798.224	609.074	920.685	717.559	560.889	612.322	685.894	872.012	769.887	547.739	1063.838	822.318	853.876	912.883	649.168	769.981	583.345	490.617
"AT3G17770"	1784.544	2375.715	2126.57	1392.165	1253.96	897.266	1558.993	1528.386	1162.102	1042.865	1209.525	1338.529	1610.575	1285.762	1166.483	1187.128	1378.525	1261.462	1110.279	1484.344	1171.745	1318.441	1184.258	1240.462
"AT3G17780"	345.049	332.37	368.077	369.964	337.91	627.468	304.178	156.524	291.495	334.429	265.947	148	187.801	396	319.154	223.927	571.996	438.852	383.003	364	575.721	662.06	490.436	369.731
"AT3G17790"	1435.093	1711.397	1681.377	2358.568	1390.88	374.92	1228.991	2376.647	6257.615	1943.609	1054.288	1468.074	1613.158	2007.502	1223.392	1310.085	2293.14	1566.855	2090.758	1107.464	2952.819	2793.168	1943.052	1880.151
"AT3G17800"	3529.845	4726.014	4213.462	6366.889	6040.503	4517.626	23465.155	7116.383	4061.324	3706.292	6083.38	5107.483	6288.426	3193.273	14914.4	5063.276	5756.69	5101.932	2895.982	18160.092	4160.925	4274.887	3108.174	5015.019
"AT3G17810"	3612.655	4614.416	4750.65	4211.732	4023.994	1771.785	1949.112	7794.277	2565.934	4644.442	5596.159	7372.865	8891.814	2719.073	1721.046	7745.004	3714.474	3013.843	2621.141	1976.445	4787.661	4497.334	3742.555	2843.427
"AT3G17820"	1088.676	1656.009	1571.878	1194.797	1261.101	1286.215	754.95	1917.404	2179.588	1917.899	1100.694	1417.2	1737.295	1958.31	588.085	2243.631	2535.225	1681.267	1527.909	705.313	3348.228	3470.216	3278.872	1750.354
"AT3G17830"	42.962	61.009	57	33	24.087	6	43	20	74.517	43.022	40	28	27.634	81.998	70.031	9	119	78.4	83	115	80	90.1	91	39.971
"AT3G17840"	160.705	267	235.881	112.985	130.935	41	458.403	30	185.986	119.156	111.08	72.994	72.996	385.063	467.974	30	394.007	238.251	338.298	417.132	39.001	29.001	36	26
"AT3G17850"	2115.594	3131.78	2850.881	1529.669	1574.744	359.011	1890.556	1576.939	2473.502	1675.988	1352.407	1482.444	1667.235	2404.045	1613.085	1296.668	2737.553	2125.841	2202.915	2092.569	1665.421	1954.201	1590.47	1233.164
"AT3G17860"	448.869	531.855	495.804	629.739	660.76	33	529.069	1308.431	306.836	679.432	853.255	785.977	898.443	632.166	585.825	770.098	236	250.419	643.139	341.793	381.736	350.218	295.877	272.688
"AT3G17880"	921.326	1200.873	1187.927	985.902	812.027	814.424	752.026	1323.48	971.844	909.323	923.131	856.976	1118.613	1134.431	715.915	938.164	1419.063	1144.341	938.345	885	1164.158	1192.907	950.75	863.299
"AT3G17890"	87.946	87.406	101	81.012	74.834	214.192	70	48	166.066	94.05	50.004	39.108	40	131.027	60	43	233	192.152	94.239	108	265.362	295.145	240.837	167.059
"AT3G17900"	1064.046	1350.813	1277.292	999.513	913.923	533.922	945.292	669.579	1300.484	948.276	629.658	732.596	841.651	997.732	1007.452	939.748	1594.851	1387.995	1059.748	1166.234	1473.078	1658.848	1294.641	881.684
"AT3G17910"	231.036	248.319	271.071	210.722	205.273	158	214.643	84.427	204.706	197.604	126.057	84	101.157	274.803	172.074	127.129	304.108	230.528	223.802	203.999	199.43	199.322	166.206	116.943
"AT3G17920"	433.691	527.061	476.854	366.923	361.354	52	489.621	346	410.702	320.248	344.788	351.537	402.522	437.66	503.302	351.086	411.413	400.134	415.362	598.916	308.59	341.504	249.011	218.037
"AT3G17930"	2378.754	2762.47	2332.479	1579.539	1708.465	2334.449	4041.849	4361.418	2396.448	1962.813	3927.829	3086.402	3812.112	3102.068	4975.315	3094.981	3671.619	2830.028	2698.677	4423.198	2227.249	2022.281	1710.706	2991.94
